0.000010<=p1<=0.200000, 0.000010<=p2<=0.200000, 0.000010<=p3<=0.200000, 0.000010<=p4<=0.200000;
0.600000<=p1<=0.800000, 0.400000<=p2<=0.600000, 0.200000<=p3<=0.400000, 0.800000<=p4<=0.999990;
0.600000<=p1<=0.800000, 0.400000<=p2<=0.600000, 0.400000<=p3<=0.600000, 0.000010<=p4<=0.200000;
0.600000<=p1<=0.800000, 0.400000<=p2<=0.600000, 0.400000<=p3<=0.600000, 0.200000<=p4<=0.400000;
0.600000<=p1<=0.800000, 0.400000<=p2<=0.600000, 0.400000<=p3<=0.600000, 0.400000<=p4<=0.600000;
0.600000<=p1<=0.800000, 0.400000<=p2<=0.600000, 0.400000<=p3<=0.600000, 0.600000<=p4<=0.800000;
0.600000<=p1<=0.800000, 0.400000<=p2<=0.600000, 0.400000<=p3<=0.600000, 0.800000<=p4<=0.999990;
0.600000<=p1<=0.800000, 0.400000<=p2<=0.600000, 0.600000<=p3<=0.800000, 0.000010<=p4<=0.200000;
0.600000<=p1<=0.800000, 0.400000<=p2<=0.600000, 0.600000<=p3<=0.800000, 0.200000<=p4<=0.400000;
0.600000<=p1<=0.800000, 0.400000<=p2<=0.600000, 0.600000<=p3<=0.800000, 0.400000<=p4<=0.600000;
0.600000<=p1<=0.800000, 0.400000<=p2<=0.600000, 0.600000<=p3<=0.800000, 0.600000<=p4<=0.800000;
0.600000<=p1<=0.800000, 0.400000<=p2<=0.600000, 0.600000<=p3<=0.800000, 0.800000<=p4<=0.999990;
0.600000<=p1<=0.800000, 0.400000<=p2<=0.600000, 0.800000<=p3<=0.999990, 0.000010<=p4<=0.200000;
0.600000<=p1<=0.800000, 0.400000<=p2<=0.600000, 0.800000<=p3<=0.999990, 0.200000<=p4<=0.400000;
0.600000<=p1<=0.800000, 0.400000<=p2<=0.600000, 0.800000<=p3<=0.999990, 0.400000<=p4<=0.600000;
0.600000<=p1<=0.800000, 0.400000<=p2<=0.600000, 0.800000<=p3<=0.999990, 0.600000<=p4<=0.800000;
0.600000<=p1<=0.800000, 0.400000<=p2<=0.600000, 0.800000<=p3<=0.999990, 0.800000<=p4<=0.999990;
0.600000<=p1<=0.800000, 0.600000<=p2<=0.800000, 0.000010<=p3<=0.200000, 0.000010<=p4<=0.200000;
0.600000<=p1<=0.800000, 0.600000<=p2<=0.800000, 0.000010<=p3<=0.200000, 0.200000<=p4<=0.400000;
0.600000<=p1<=0.800000, 0.600000<=p2<=0.800000, 0.000010<=p3<=0.200000, 0.400000<=p4<=0.600000;
0.600000<=p1<=0.800000, 0.600000<=p2<=0.800000, 0.000010<=p3<=0.200000, 0.600000<=p4<=0.800000;
0.600000<=p1<=0.800000, 0.600000<=p2<=0.800000, 0.000010<=p3<=0.200000, 0.800000<=p4<=0.999990;
0.600000<=p1<=0.800000, 0.600000<=p2<=0.800000, 0.200000<=p3<=0.400000, 0.000010<=p4<=0.200000;
0.600000<=p1<=0.800000, 0.600000<=p2<=0.800000, 0.200000<=p3<=0.400000, 0.200000<=p4<=0.400000;
0.600000<=p1<=0.800000, 0.600000<=p2<=0.800000, 0.200000<=p3<=0.400000, 0.400000<=p4<=0.600000;
0.600000<=p1<=0.800000, 0.600000<=p2<=0.800000, 0.200000<=p3<=0.400000, 0.600000<=p4<=0.800000;
0.600000<=p1<=0.800000, 0.600000<=p2<=0.800000, 0.200000<=p3<=0.400000, 0.800000<=p4<=0.999990;
0.600000<=p1<=0.800000, 0.600000<=p2<=0.800000, 0.400000<=p3<=0.600000, 0.000010<=p4<=0.200000;
0.600000<=p1<=0.800000, 0.600000<=p2<=0.800000, 0.400000<=p3<=0.600000, 0.200000<=p4<=0.400000;
0.600000<=p1<=0.800000, 0.600000<=p2<=0.800000, 0.400000<=p3<=0.600000, 0.400000<=p4<=0.600000;
0.600000<=p1<=0.800000, 0.600000<=p2<=0.800000, 0.400000<=p3<=0.600000, 0.600000<=p4<=0.800000;
0.600000<=p1<=0.800000, 0.600000<=p2<=0.800000, 0.400000<=p3<=0.600000, 0.800000<=p4<=0.999990;
0.600000<=p1<=0.800000, 0.600000<=p2<=0.800000, 0.600000<=p3<=0.800000, 0.000010<=p4<=0.200000;
0.600000<=p1<=0.800000, 0.600000<=p2<=0.800000, 0.600000<=p3<=0.800000, 0.200000<=p4<=0.400000;
0.600000<=p1<=0.800000, 0.600000<=p2<=0.800000, 0.600000<=p3<=0.800000, 0.400000<=p4<=0.600000;
0.600000<=p1<=0.800000, 0.600000<=p2<=0.800000, 0.600000<=p3<=0.800000, 0.600000<=p4<=0.800000;
0.600000<=p1<=0.800000, 0.600000<=p2<=0.800000, 0.600000<=p3<=0.800000, 0.800000<=p4<=0.999990;
0.600000<=p1<=0.800000, 0.600000<=p2<=0.800000, 0.800000<=p3<=0.999990, 0.000010<=p4<=0.200000;
0.600000<=p1<=0.800000, 0.600000<=p2<=0.800000, 0.800000<=p3<=0.999990, 0.200000<=p4<=0.400000;
0.600000<=p1<=0.800000, 0.600000<=p2<=0.800000, 0.800000<=p3<=0.999990, 0.400000<=p4<=0.600000;
0.600000<=p1<=0.800000, 0.600000<=p2<=0.800000, 0.800000<=p3<=0.999990, 0.600000<=p4<=0.800000;
0.600000<=p1<=0.800000, 0.600000<=p2<=0.800000, 0.800000<=p3<=0.999990, 0.800000<=p4<=0.999990;
0.600000<=p1<=0.800000, 0.800000<=p2<=0.999990, 0.000010<=p3<=0.200000, 0.000010<=p4<=0.200000;
0.600000<=p1<=0.800000, 0.800000<=p2<=0.999990, 0.000010<=p3<=0.200000, 0.200000<=p4<=0.400000;
0.600000<=p1<=0.800000, 0.800000<=p2<=0.999990, 0.000010<=p3<=0.200000, 0.400000<=p4<=0.600000;
0.600000<=p1<=0.800000, 0.800000<=p2<=0.999990, 0.000010<=p3<=0.200000, 0.600000<=p4<=0.800000;
0.600000<=p1<=0.800000, 0.800000<=p2<=0.999990, 0.000010<=p3<=0.200000, 0.800000<=p4<=0.999990;
0.600000<=p1<=0.800000, 0.800000<=p2<=0.999990, 0.200000<=p3<=0.400000, 0.000010<=p4<=0.200000;
0.600000<=p1<=0.800000, 0.800000<=p2<=0.999990, 0.200000<=p3<=0.400000, 0.200000<=p4<=0.400000;
0.600000<=p1<=0.800000, 0.800000<=p2<=0.999990, 0.200000<=p3<=0.400000, 0.400000<=p4<=0.600000;
0.600000<=p1<=0.800000, 0.800000<=p2<=0.999990, 0.200000<=p3<=0.400000, 0.600000<=p4<=0.800000;
0.600000<=p1<=0.800000, 0.800000<=p2<=0.999990, 0.200000<=p3<=0.400000, 0.800000<=p4<=0.999990;
0.600000<=p1<=0.800000, 0.800000<=p2<=0.999990, 0.400000<=p3<=0.600000, 0.000010<=p4<=0.200000;
0.600000<=p1<=0.800000, 0.800000<=p2<=0.999990, 0.400000<=p3<=0.600000, 0.200000<=p4<=0.400000;
0.600000<=p1<=0.800000, 0.800000<=p2<=0.999990, 0.400000<=p3<=0.600000, 0.400000<=p4<=0.600000;
0.600000<=p1<=0.800000, 0.800000<=p2<=0.999990, 0.400000<=p3<=0.600000, 0.600000<=p4<=0.800000;
0.600000<=p1<=0.800000, 0.800000<=p2<=0.999990, 0.400000<=p3<=0.600000, 0.800000<=p4<=0.999990;
0.600000<=p1<=0.800000, 0.800000<=p2<=0.999990, 0.600000<=p3<=0.800000, 0.000010<=p4<=0.200000;
0.600000<=p1<=0.800000, 0.800000<=p2<=0.999990, 0.600000<=p3<=0.800000, 0.200000<=p4<=0.400000;
0.600000<=p1<=0.800000, 0.800000<=p2<=0.999990, 0.600000<=p3<=0.800000, 0.400000<=p4<=0.600000;
0.600000<=p1<=0.800000, 0.800000<=p2<=0.999990, 0.600000<=p3<=0.800000, 0.600000<=p4<=0.800000;
0.600000<=p1<=0.800000, 0.800000<=p2<=0.999990, 0.600000<=p3<=0.800000, 0.800000<=p4<=0.999990;
0.600000<=p1<=0.800000, 0.800000<=p2<=0.999990, 0.800000<=p3<=0.999990, 0.000010<=p4<=0.200000;
0.600000<=p1<=0.800000, 0.800000<=p2<=0.999990, 0.800000<=p3<=0.999990, 0.200000<=p4<=0.400000;
0.600000<=p1<=0.800000, 0.800000<=p2<=0.999990, 0.800000<=p3<=0.999990, 0.400000<=p4<=0.600000;
0.600000<=p1<=0.800000, 0.800000<=p2<=0.999990, 0.800000<=p3<=0.999990, 0.600000<=p4<=0.800000;
0.600000<=p1<=0.800000, 0.800000<=p2<=0.999990, 0.800000<=p3<=0.999990, 0.800000<=p4<=0.999990;
0.800000<=p1<=0.999990, 0.000010<=p2<=0.200000, 0.000010<=p3<=0.200000, 0.000010<=p4<=0.200000;
0.800000<=p1<=0.999990, 0.000010<=p2<=0.200000, 0.000010<=p3<=0.200000, 0.200000<=p4<=0.400000;
0.800000<=p1<=0.999990, 0.000010<=p2<=0.200000, 0.000010<=p3<=0.200000, 0.400000<=p4<=0.600000;
0.800000<=p1<=0.999990, 0.000010<=p2<=0.200000, 0.000010<=p3<=0.200000, 0.600000<=p4<=0.800000;
0.800000<=p1<=0.999990, 0.000010<=p2<=0.200000, 0.000010<=p3<=0.200000, 0.800000<=p4<=0.999990;
0.800000<=p1<=0.999990, 0.000010<=p2<=0.200000, 0.200000<=p3<=0.400000, 0.000010<=p4<=0.200000;
0.800000<=p1<=0.999990, 0.000010<=p2<=0.200000, 0.200000<=p3<=0.400000, 0.200000<=p4<=0.400000;
0.800000<=p1<=0.999990, 0.000010<=p2<=0.200000, 0.200000<=p3<=0.400000, 0.400000<=p4<=0.600000;
0.800000<=p1<=0.999990, 0.000010<=p2<=0.200000, 0.200000<=p3<=0.400000, 0.600000<=p4<=0.800000;
0.800000<=p1<=0.999990, 0.000010<=p2<=0.200000, 0.200000<=p3<=0.400000, 0.800000<=p4<=0.999990;
0.800000<=p1<=0.999990, 0.000010<=p2<=0.200000, 0.400000<=p3<=0.600000, 0.000010<=p4<=0.200000;
0.800000<=p1<=0.999990, 0.000010<=p2<=0.200000, 0.400000<=p3<=0.600000, 0.200000<=p4<=0.400000;
0.800000<=p1<=0.999990, 0.000010<=p2<=0.200000, 0.400000<=p3<=0.600000, 0.400000<=p4<=0.600000;
0.800000<=p1<=0.999990, 0.000010<=p2<=0.200000, 0.400000<=p3<=0.600000, 0.600000<=p4<=0.800000;
0.800000<=p1<=0.999990, 0.000010<=p2<=0.200000, 0.400000<=p3<=0.600000, 0.800000<=p4<=0.999990;
0.800000<=p1<=0.999990, 0.000010<=p2<=0.200000, 0.600000<=p3<=0.800000, 0.000010<=p4<=0.200000;
0.800000<=p1<=0.999990, 0.000010<=p2<=0.200000, 0.600000<=p3<=0.800000, 0.200000<=p4<=0.400000;
0.800000<=p1<=0.999990, 0.000010<=p2<=0.200000, 0.600000<=p3<=0.800000, 0.400000<=p4<=0.600000;
0.800000<=p1<=0.999990, 0.000010<=p2<=0.200000, 0.600000<=p3<=0.800000, 0.600000<=p4<=0.800000;
0.800000<=p1<=0.999990, 0.000010<=p2<=0.200000, 0.600000<=p3<=0.800000, 0.800000<=p4<=0.999990;
0.800000<=p1<=0.999990, 0.000010<=p2<=0.200000, 0.800000<=p3<=0.999990, 0.000010<=p4<=0.200000;
0.800000<=p1<=0.999990, 0.000010<=p2<=0.200000, 0.800000<=p3<=0.999990, 0.200000<=p4<=0.400000;
0.800000<=p1<=0.999990, 0.000010<=p2<=0.200000, 0.800000<=p3<=0.999990, 0.400000<=p4<=0.600000;
0.800000<=p1<=0.999990, 0.000010<=p2<=0.200000, 0.800000<=p3<=0.999990, 0.600000<=p4<=0.800000;
0.800000<=p1<=0.999990, 0.000010<=p2<=0.200000, 0.800000<=p3<=0.999990, 0.800000<=p4<=0.999990;
0.800000<=p1<=0.999990, 0.200000<=p2<=0.400000, 0.000010<=p3<=0.200000, 0.000010<=p4<=0.200000;
0.800000<=p1<=0.999990, 0.200000<=p2<=0.400000, 0.000010<=p3<=0.200000, 0.200000<=p4<=0.400000;
0.800000<=p1<=0.999990, 0.200000<=p2<=0.400000, 0.000010<=p3<=0.200000, 0.400000<=p4<=0.600000;
0.800000<=p1<=0.999990, 0.200000<=p2<=0.400000, 0.000010<=p3<=0.200000, 0.600000<=p4<=0.800000;
0.800000<=p1<=0.999990, 0.200000<=p2<=0.400000, 0.000010<=p3<=0.200000, 0.800000<=p4<=0.999990;
0.800000<=p1<=0.999990, 0.200000<=p2<=0.400000, 0.200000<=p3<=0.400000, 0.000010<=p4<=0.200000;
0.800000<=p1<=0.999990, 0.200000<=p2<=0.400000, 0.200000<=p3<=0.400000, 0.200000<=p4<=0.400000;
0.800000<=p1<=0.999990, 0.200000<=p2<=0.400000, 0.200000<=p3<=0.400000, 0.400000<=p4<=0.600000;
0.800000<=p1<=0.999990, 0.200000<=p2<=0.400000, 0.200000<=p3<=0.400000, 0.600000<=p4<=0.800000;
0.800000<=p1<=0.999990, 0.200000<=p2<=0.400000, 0.200000<=p3<=0.400000, 0.800000<=p4<=0.999990;
0.800000<=p1<=0.999990, 0.200000<=p2<=0.400000, 0.400000<=p3<=0.600000, 0.000010<=p4<=0.200000;
0.800000<=p1<=0.999990, 0.200000<=p2<=0.400000, 0.400000<=p3<=0.600000, 0.200000<=p4<=0.400000;
0.800000<=p1<=0.999990, 0.200000<=p2<=0.400000, 0.400000<=p3<=0.600000, 0.400000<=p4<=0.600000;
0.800000<=p1<=0.999990, 0.200000<=p2<=0.400000, 0.400000<=p3<=0.600000, 0.600000<=p4<=0.800000;
0.800000<=p1<=0.999990, 0.200000<=p2<=0.400000, 0.400000<=p3<=0.600000, 0.800000<=p4<=0.999990;
0.800000<=p1<=0.999990, 0.200000<=p2<=0.400000, 0.600000<=p3<=0.800000, 0.000010<=p4<=0.200000;
0.800000<=p1<=0.999990, 0.200000<=p2<=0.400000, 0.600000<=p3<=0.800000, 0.200000<=p4<=0.400000;
0.800000<=p1<=0.999990, 0.200000<=p2<=0.400000, 0.600000<=p3<=0.800000, 0.400000<=p4<=0.600000;
0.800000<=p1<=0.999990, 0.200000<=p2<=0.400000, 0.600000<=p3<=0.800000, 0.600000<=p4<=0.800000;
0.800000<=p1<=0.999990, 0.200000<=p2<=0.400000, 0.600000<=p3<=0.800000, 0.800000<=p4<=0.999990;
0.800000<=p1<=0.999990, 0.200000<=p2<=0.400000, 0.800000<=p3<=0.999990, 0.000010<=p4<=0.200000;
0.800000<=p1<=0.999990, 0.200000<=p2<=0.400000, 0.800000<=p3<=0.999990, 0.200000<=p4<=0.400000;
0.800000<=p1<=0.999990, 0.200000<=p2<=0.400000, 0.800000<=p3<=0.999990, 0.400000<=p4<=0.600000;
0.800000<=p1<=0.999990, 0.200000<=p2<=0.400000, 0.800000<=p3<=0.999990, 0.600000<=p4<=0.800000;
0.800000<=p1<=0.999990, 0.200000<=p2<=0.400000, 0.800000<=p3<=0.999990, 0.800000<=p4<=0.999990;
0.800000<=p1<=0.999990, 0.400000<=p2<=0.600000, 0.000010<=p3<=0.200000, 0.000010<=p4<=0.200000;
0.800000<=p1<=0.999990, 0.400000<=p2<=0.600000, 0.000010<=p3<=0.200000, 0.200000<=p4<=0.400000;
0.800000<=p1<=0.999990, 0.400000<=p2<=0.600000, 0.000010<=p3<=0.200000, 0.400000<=p4<=0.600000;
0.800000<=p1<=0.999990, 0.400000<=p2<=0.600000, 0.000010<=p3<=0.200000, 0.600000<=p4<=0.800000;
0.800000<=p1<=0.999990, 0.400000<=p2<=0.600000, 0.000010<=p3<=0.200000, 0.800000<=p4<=0.999990;
0.800000<=p1<=0.999990, 0.400000<=p2<=0.600000, 0.200000<=p3<=0.400000, 0.000010<=p4<=0.200000;
0.800000<=p1<=0.999990, 0.400000<=p2<=0.600000, 0.200000<=p3<=0.400000, 0.200000<=p4<=0.400000;
0.800000<=p1<=0.999990, 0.400000<=p2<=0.600000, 0.200000<=p3<=0.400000, 0.400000<=p4<=0.600000;
0.800000<=p1<=0.999990, 0.400000<=p2<=0.600000, 0.200000<=p3<=0.400000, 0.600000<=p4<=0.800000;
0.800000<=p1<=0.999990, 0.400000<=p2<=0.600000, 0.200000<=p3<=0.400000, 0.800000<=p4<=0.999990;
0.800000<=p1<=0.999990, 0.400000<=p2<=0.600000, 0.400000<=p3<=0.600000, 0.000010<=p4<=0.200000;
0.800000<=p1<=0.999990, 0.400000<=p2<=0.600000, 0.400000<=p3<=0.600000, 0.200000<=p4<=0.400000;
0.800000<=p1<=0.999990, 0.400000<=p2<=0.600000, 0.400000<=p3<=0.600000, 0.400000<=p4<=0.600000;
0.800000<=p1<=0.999990, 0.400000<=p2<=0.600000, 0.400000<=p3<=0.600000, 0.600000<=p4<=0.800000;
0.800000<=p1<=0.999990, 0.400000<=p2<=0.600000, 0.400000<=p3<=0.600000, 0.800000<=p4<=0.999990;
0.800000<=p1<=0.999990, 0.400000<=p2<=0.600000, 0.600000<=p3<=0.800000, 0.000010<=p4<=0.200000;
0.800000<=p1<=0.999990, 0.400000<=p2<=0.600000, 0.600000<=p3<=0.800000, 0.200000<=p4<=0.400000;
0.800000<=p1<=0.999990, 0.400000<=p2<=0.600000, 0.600000<=p3<=0.800000, 0.400000<=p4<=0.600000;
0.800000<=p1<=0.999990, 0.400000<=p2<=0.600000, 0.600000<=p3<=0.800000, 0.600000<=p4<=0.800000;
0.800000<=p1<=0.999990, 0.400000<=p2<=0.600000, 0.600000<=p3<=0.800000, 0.800000<=p4<=0.999990;
0.800000<=p1<=0.999990, 0.400000<=p2<=0.600000, 0.800000<=p3<=0.999990, 0.000010<=p4<=0.200000;
0.800000<=p1<=0.999990, 0.400000<=p2<=0.600000, 0.800000<=p3<=0.999990, 0.200000<=p4<=0.400000;
0.800000<=p1<=0.999990, 0.400000<=p2<=0.600000, 0.800000<=p3<=0.999990, 0.400000<=p4<=0.600000;
0.800000<=p1<=0.999990, 0.400000<=p2<=0.600000, 0.800000<=p3<=0.999990, 0.600000<=p4<=0.800000;
0.800000<=p1<=0.999990, 0.400000<=p2<=0.600000, 0.800000<=p3<=0.999990, 0.800000<=p4<=0.999990;
0.800000<=p1<=0.999990, 0.600000<=p2<=0.800000, 0.000010<=p3<=0.200000, 0.000010<=p4<=0.200000;
0.800000<=p1<=0.999990, 0.600000<=p2<=0.800000, 0.000010<=p3<=0.200000, 0.200000<=p4<=0.400000;
0.800000<=p1<=0.999990, 0.600000<=p2<=0.800000, 0.000010<=p3<=0.200000, 0.400000<=p4<=0.600000;
0.800000<=p1<=0.999990, 0.600000<=p2<=0.800000, 0.000010<=p3<=0.200000, 0.600000<=p4<=0.800000;
0.800000<=p1<=0.999990, 0.600000<=p2<=0.800000, 0.000010<=p3<=0.200000, 0.800000<=p4<=0.999990;
0.800000<=p1<=0.999990, 0.600000<=p2<=0.800000, 0.200000<=p3<=0.400000, 0.000010<=p4<=0.200000;
0.800000<=p1<=0.999990, 0.600000<=p2<=0.800000, 0.200000<=p3<=0.400000, 0.200000<=p4<=0.400000;
0.800000<=p1<=0.999990, 0.600000<=p2<=0.800000, 0.200000<=p3<=0.400000, 0.400000<=p4<=0.600000;
0.800000<=p1<=0.999990, 0.600000<=p2<=0.800000, 0.200000<=p3<=0.400000, 0.600000<=p4<=0.800000;
0.800000<=p1<=0.999990, 0.600000<=p2<=0.800000, 0.200000<=p3<=0.400000, 0.800000<=p4<=0.999990;
0.800000<=p1<=0.999990, 0.600000<=p2<=0.800000, 0.400000<=p3<=0.600000, 0.000010<=p4<=0.200000;
0.800000<=p1<=0.999990, 0.600000<=p2<=0.800000, 0.400000<=p3<=0.600000, 0.200000<=p4<=0.400000;
0.800000<=p1<=0.999990, 0.600000<=p2<=0.800000, 0.400000<=p3<=0.600000, 0.400000<=p4<=0.600000;
0.800000<=p1<=0.999990, 0.600000<=p2<=0.800000, 0.400000<=p3<=0.600000, 0.600000<=p4<=0.800000;
0.800000<=p1<=0.999990, 0.600000<=p2<=0.800000, 0.400000<=p3<=0.600000, 0.800000<=p4<=0.999990;
0.800000<=p1<=0.999990, 0.600000<=p2<=0.800000, 0.600000<=p3<=0.800000, 0.000010<=p4<=0.200000;
0.800000<=p1<=0.999990, 0.600000<=p2<=0.800000, 0.600000<=p3<=0.800000, 0.200000<=p4<=0.400000;
0.800000<=p1<=0.999990, 0.600000<=p2<=0.800000, 0.600000<=p3<=0.800000, 0.400000<=p4<=0.600000;
0.800000<=p1<=0.999990, 0.600000<=p2<=0.800000, 0.600000<=p3<=0.800000, 0.600000<=p4<=0.800000;
0.800000<=p1<=0.999990, 0.600000<=p2<=0.800000, 0.600000<=p3<=0.800000, 0.800000<=p4<=0.999990;
0.800000<=p1<=0.999990, 0.600000<=p2<=0.800000, 0.800000<=p3<=0.999990, 0.000010<=p4<=0.200000;
0.800000<=p1<=0.999990, 0.600000<=p2<=0.800000, 0.800000<=p3<=0.999990, 0.200000<=p4<=0.400000;
0.800000<=p1<=0.999990, 0.600000<=p2<=0.800000, 0.800000<=p3<=0.999990, 0.400000<=p4<=0.600000;
0.800000<=p1<=0.999990, 0.600000<=p2<=0.800000, 0.800000<=p3<=0.999990, 0.600000<=p4<=0.800000;
0.800000<=p1<=0.999990, 0.600000<=p2<=0.800000, 0.800000<=p3<=0.999990, 0.800000<=p4<=0.999990;
0.800000<=p1<=0.999990, 0.800000<=p2<=0.999990, 0.000010<=p3<=0.200000, 0.000010<=p4<=0.200000;
0.800000<=p1<=0.999990, 0.800000<=p2<=0.999990, 0.000010<=p3<=0.200000, 0.200000<=p4<=0.400000;
0.800000<=p1<=0.999990, 0.800000<=p2<=0.999990, 0.000010<=p3<=0.200000, 0.400000<=p4<=0.600000;
0.800000<=p1<=0.999990, 0.800000<=p2<=0.999990, 0.000010<=p3<=0.200000, 0.600000<=p4<=0.800000;
0.800000<=p1<=0.999990, 0.800000<=p2<=0.999990, 0.000010<=p3<=0.200000, 0.800000<=p4<=0.999990;
0.800000<=p1<=0.999990, 0.800000<=p2<=0.999990, 0.200000<=p3<=0.400000, 0.000010<=p4<=0.200000;
0.800000<=p1<=0.999990, 0.800000<=p2<=0.999990, 0.200000<=p3<=0.400000, 0.200000<=p4<=0.400000;
0.800000<=p1<=0.999990, 0.800000<=p2<=0.999990, 0.200000<=p3<=0.400000, 0.400000<=p4<=0.600000;
0.800000<=p1<=0.999990, 0.800000<=p2<=0.999990, 0.200000<=p3<=0.400000, 0.600000<=p4<=0.800000;
0.800000<=p1<=0.999990, 0.800000<=p2<=0.999990, 0.200000<=p3<=0.400000, 0.800000<=p4<=0.999990;
0.800000<=p1<=0.999990, 0.800000<=p2<=0.999990, 0.400000<=p3<=0.600000, 0.000010<=p4<=0.200000;
0.800000<=p1<=0.999990, 0.800000<=p2<=0.999990, 0.400000<=p3<=0.600000, 0.200000<=p4<=0.400000;
0.800000<=p1<=0.999990, 0.800000<=p2<=0.999990, 0.400000<=p3<=0.600000, 0.400000<=p4<=0.600000;
0.800000<=p1<=0.999990, 0.800000<=p2<=0.999990, 0.400000<=p3<=0.600000, 0.600000<=p4<=0.800000;
0.800000<=p1<=0.999990, 0.800000<=p2<=0.999990, 0.400000<=p3<=0.600000, 0.800000<=p4<=0.999990;
0.800000<=p1<=0.999990, 0.800000<=p2<=0.999990, 0.600000<=p3<=0.800000, 0.000010<=p4<=0.200000;
0.800000<=p1<=0.999990, 0.800000<=p2<=0.999990, 0.600000<=p3<=0.800000, 0.200000<=p4<=0.400000;
0.800000<=p1<=0.999990, 0.800000<=p2<=0.999990, 0.600000<=p3<=0.800000, 0.400000<=p4<=0.600000;
0.800000<=p1<=0.999990, 0.800000<=p2<=0.999990, 0.600000<=p3<=0.800000, 0.600000<=p4<=0.800000;
0.800000<=p1<=0.999990, 0.800000<=p2<=0.999990, 0.600000<=p3<=0.800000, 0.800000<=p4<=0.999990;
0.800000<=p1<=0.999990, 0.800000<=p2<=0.999990, 0.800000<=p3<=0.999990, 0.000010<=p4<=0.200000;
0.800000<=p1<=0.999990, 0.800000<=p2<=0.999990, 0.800000<=p3<=0.999990, 0.200000<=p4<=0.400000;
0.800000<=p1<=0.999990, 0.800000<=p2<=0.999990, 0.800000<=p3<=0.999990, 0.400000<=p4<=0.600000;
0.800000<=p1<=0.999990, 0.800000<=p2<=0.999990, 0.800000<=p3<=0.999990, 0.600000<=p4<=0.800000;
0.800000<=p1<=0.999990, 0.800000<=p2<=0.999990, 0.800000<=p3<=0.999990, 0.800000<=p4<=0.999990;
